city,event_type,day_of_week,price,marketing_budget,venue_capacity,temperature,is_raining,attendance
Gwalior,Music Concert,4,3742,68707,4732,18,0,2371
Ujjain,Music Concert,0,4905,18781,14126,31,0,6482
Bhopal,Music Concert,2,1489,62587,10171,15,0,6081
Satna,Religious/Cultural,1,494,71495,53,43,0,53
Jabalpur,Standup Comedy,1,186,87975,268,31,0,268
Indore,Tech Meetup,2,30,81915,94,41,0,94
Jabalpur,Tech Meetup,0,446,44890,139,20,0,35
Indore,Food Festival,6,885,40955,3961,45,0,1093
Rewa,Tech Meetup,1,366,75496,205,36,0,67
Indore,Tech Meetup,6,130,70240,83,21,0,83
Rewa,Standup Comedy,1,455,53748,102,30,0,102
Satna,Religious/Cultural,5,166,27335,220,32,0,220
Bhopal,Standup Comedy,3,874,69048,199,38,0,199
Rewa,Religious/Cultural,2,125,32514,56,42,0,56
Rewa,Tech Meetup,2,325,28567,188,39,0,22
Jabalpur,Food Festival,4,716,40366,3561,43,0,608
Rewa,Music Concert,0,1645,56688,3323,24,0,1504
Satna,Religious/Cultural,5,490,61035,140,30,0,140
Bhopal,Religious/Cultural,2,841,58340,212,34,0,212
Bhopal,Cricket Screening,3,724,72777,365,27,0,365
Rewa,Food Festival,3,222,42188,4867,24,0,3183
Rewa,Music Concert,0,534,19290,11367,20,0,5646
Jabalpur,Food Festival,1,868,27340,1584,17,0,397
Ujjain,Religious/Cultural,1,526,98917,196,45,0,196
Ujjain,Food Festival,5,139,31145,1887,32,0,1089
Satna,Food Festival,1,95,57991,2606,36,0,1387
Gwalior,Standup Comedy,0,956,52117,218,45,0,157
Jabalpur,Standup Comedy,4,516,39200,189,38,0,171
Ujjain,Standup Comedy,2,376,32711,234,35,0,234
Bhopal,Cricket Screening,2,761,63219,403,33,0,323
Gwalior,Standup Comedy,0,904,85544,300,33,0,300
Bhopal,Religious/Cultural,2,629,32235,232,16,0,232
Indore,Cricket Screening,3,544,94965,409,32,0,408
Jabalpur,Tech Meetup,2,127,27350,168,24,0,117
Ujjain,Standup Comedy,1,975,35303,160,23,0,160
Rewa,Standup Comedy,2,883,64698,95,33,0,95
Satna,Standup Comedy,2,923,50553,164,45,0,133
Satna,Standup Comedy,4,937,2589,174,17,0,56
Indore,Food Festival,5,419,25357,3951,22,0,3269
Bhopal,Tech Meetup,3,422,82748,94,18,0,77
Bhopal,Tech Meetup,5,150,21592,175,24,0,124
Gwalior,Religious/Cultural,4,238,99303,74,29,0,74
Jabalpur,Standup Comedy,1,133,40017,257,36,0,202
Indore,Religious/Cultural,5,163,64377,99,37,0,99
Jabalpur,Food Festival,3,976,82119,2683,23,0,973
Rewa,Food Festival,6,539,43798,3141,35,0,1178
Jabalpur,Tech Meetup,0,174,61084,105,24,0,105
Indore,Food Festival,5,723,52676,4495,21,0,2052
Satna,Food Festival,0,787,35826,2406,41,0,341
Ujjain,Cricket Screening,0,616,22798,442,45,0,91
Bhopal,Tech Meetup,1,355,88670,177,29,0,123
Gwalior,Cricket Screening,5,662,90436,391,20,0,391
Satna,Tech Meetup,3,5,77896,206,39,0,206
Rewa,Cricket Screening,0,230,10313,494,32,0,192
Indore,Music Concert,1,2226,60836,10297,16,0,5078
Gwalior,Tech Meetup,6,71,10148,98,26,0,71
Ujjain,Food Festival,1,774,70369,1987,41,0,374
Ujjain,Food Festival,2,254,4587,2717,44,0,1094
Jabalpur,Food Festival,0,236,94226,3091,43,0,1013
Jabalpur,Music Concert,3,850,94981,2169,29,0,1391
Ujjain,Standup Comedy,2,694,72821,150,31,0,150
Gwalior,Music Concert,1,4458,60730,6485,23,0,4133
Indore,Tech Meetup,2,388,7028,63,44,0,6
Jabalpur,Cricket Screening,0,706,30094,430,33,0,269
Indore,Tech Meetup,5,1,78830,118,25,0,118
Ujjain,Music Concert,0,4046,12359,8973,39,0,3016
Bhopal,Cricket Screening,4,246,90108,342,42,0,237
Jabalpur,Cricket Screening,5,744,21559,420,20,0,228
Satna,Standup Comedy,5,454,39304,156,31,0,156
Gwalior,Music Concert,6,3080,51588,2262,42,0,919
Ujjain,Religious/Cultural,3,958,73802,294,15,0,294
Ujjain,Music Concert,0,4159,95360,12418,32,0,7566
Gwalior,Music Concert,1,4674,59607,7614,31,0,5219
Ujjain,Music Concert,2,4995,97196,5132,21,0,2986
Bhopal,Religious/Cultural,3,494,82949,83,16,0,83
Rewa,Tech Meetup,1,442,93165,111,15,0,74
Jabalpur,Religious/Cultural,2,215,93791,96,19,0,96
Gwalior,Religious/Cultural,3,562,30320,170,38,0,148
Rewa,Tech Meetup,5,356,897,150,44,0,8
Bhopal,Tech Meetup,5,429,6560,116,19,0,16
Bhopal,Music Concert,2,3534,84790,7039,22,0,3793
Bhopal,Cricket Screening,2,780,60355,120,19,0,120
Indore,Religious/Cultural,4,378,4998,240,42,0,114
Gwalior,Music Concert,3,1002,48396,4732,34,0,1796
Indore,Religious/Cultural,2,494,87191,70,29,0,70
Gwalior,Food Festival,3,728,19705,3054,23,0,683
Satna,Cricket Screening,5,940,40541,137,31,0,137
Rewa,Religious/Cultural,2,232,885,137,15,0,64
Rewa,Religious/Cultural,4,722,207,209,40,0,83
Bhopal,Food Festival,0,598,42601,3997,15,0,1226
Rewa,Tech Meetup,0,244,30163,88,27,0,88
Rewa,Tech Meetup,5,284,75991,290,44,0,205
Rewa,Food Festival,2,579,55994,1632,21,0,422
Bhopal,Music Concert,1,4181,94268,13584,15,0,10625
Satna,Standup Comedy,6,761,70555,164,35,0,164
Bhopal,Religious/Cultural,5,761,84601,103,41,0,103
Jabalpur,Religious/Cultural,4,77,63685,271,25,0,271
Ujjain,Religious/Cultural,6,620,5976,268,45,0,122
Indore,Music Concert,2,1886,47929,5028,32,0,2655
Jabalpur,Tech Meetup,1,73,60263,278,31,0,215
Jabalpur,Food Festival,3,99,26179,1442,27,0,603
Rewa,Food Festival,1,305,29435,3002,21,0,2002
Bhopal,Tech Meetup,5,273,4549,143,16,0,94
Ujjain,Tech Meetup,4,53,71995,212,34,0,212
Rewa,Cricket Screening,2,145,5240,277,22,0,67
Gwalior,Cricket Screening,3,304,35829,352,19,0,215
Bhopal,Cricket Screening,4,138,26336,365,22,0,237
Bhopal,Tech Meetup,5,28,36494,147,28,0,147
Bhopal,Cricket Screening,6,938,28509,115,39,0,115
Indore,Music Concert,2,2594,99383,9277,36,0,5060
Gwalior,Tech Meetup,4,49,66737,126,20,0,126
Rewa,Tech Meetup,4,10,42542,142,33,0,142
Gwalior,Religious/Cultural,3,511,2111,162,38,0,91
Bhopal,Music Concert,0,2374,93204,12507,16,0,7407
Gwalior,Tech Meetup,0,450,94129,210,38,0,64
Satna,Cricket Screening,5,510,27538,203,32,0,203
Ujjain,Food Festival,3,708,11661,2395,45,0,503
Jabalpur,Cricket Screening,4,246,30051,277,25,0,277
Jabalpur,Tech Meetup,5,394,95990,196,34,0,113
Jabalpur,Tech Meetup,4,4,90375,173,23,0,173
Gwalior,Standup Comedy,5,709,24737,58,31,0,58
Jabalpur,Tech Meetup,4,221,17075,129,19,0,85
Rewa,Food Festival,0,648,61259,1617,42,0,351
Rewa,Music Concert,0,3971,9340,8059,30,0,4618
Ujjain,Music Concert,3,4675,19603,2050,38,0,1005
Indore,Religious/Cultural,0,896,83229,88,16,0,88
Gwalior,Tech Meetup,6,270,48404,87,23,0,87
Jabalpur,Cricket Screening,4,684,88673,289,24,0,289
Rewa,Standup Comedy,6,729,45437,297,26,0,211
Jabalpur,Tech Meetup,4,301,36933,75,18,0,48
Indore,Cricket Screening,5,509,97871,447,45,0,339
Indore,Food Festival,1,155,19130,3849,17,0,2925
Gwalior,Food Festival,0,202,89409,4384,18,0,2919
Bhopal,Religious/Cultural,4,929,37817,95,34,0,95
Bhopal,Standup Comedy,5,641,36532,71,44,0,71
Jabalpur,Religious/Cultural,3,604,62808,261,25,0,261
Ujjain,Standup Comedy,6,430,35618,242,27,0,207
Jabalpur,Tech Meetup,6,397,44361,258,31,0,57
Rewa,Cricket Screening,5,564,67282,253,41,0,243
Bhopal,Cricket Screening,3,302,5632,216,43,0,67
Indore,Food Festival,3,259,66735,4465,18,0,2216
Ujjain,Cricket Screening,6,741,73809,493,17,0,493
Ujjain,Standup Comedy,0,898,50177,217,15,0,217
Satna,Food Festival,4,171,27514,4057,16,0,2075
Rewa,Cricket Screening,6,816,75926,270,19,0,270
Rewa,Cricket Screening,3,966,35359,382,40,0,187
Bhopal,Cricket Screening,6,710,25290,370,31,0,273
Rewa,Food Festival,1,805,60710,2123,25,0,814
Rewa,Standup Comedy,5,406,5929,233,26,0,131
Satna,Music Concert,4,4651,99103,8286,15,0,5824
Jabalpur,Tech Meetup,4,319,14962,87,43,0,9
Gwalior,Cricket Screening,2,606,96988,356,26,0,356
Rewa,Music Concert,2,1142,19820,8961,26,0,5444
Jabalpur,Cricket Screening,0,85,1562,316,27,0,75
Bhopal,Religious/Cultural,0,608,95156,258,28,0,258
Rewa,Food Festival,6,793,60473,2412,35,0,958
Rewa,Standup Comedy,3,998,2148,148,23,0,53
Indore,Cricket Screening,5,683,15974,345,28,0,213
Bhopal,Cricket Screening,0,947,37902,349,44,0,168
Gwalior,Music Concert,1,1504,90115,7197,25,0,4792
Indore,Religious/Cultural,1,218,89634,269,44,0,269
Indore,Music Concert,1,4585,48818,2056,23,0,1133
Gwalior,Cricket Screening,2,114,26610,339,40,0,140
Jabalpur,Music Concert,0,4005,70960,14289,23,0,7416
Jabalpur,Standup Comedy,6,231,15530,276,24,0,120
Jabalpur,Food Festival,0,813,69026,3126,33,0,765
Gwalior,Standup Comedy,5,515,87113,278,20,0,278
Jabalpur,Tech Meetup,5,22,83736,154,19,0,154
Rewa,Cricket Screening,3,876,22128,323,15,0,189
Ujjain,Music Concert,1,1015,80039,6696,16,0,2285
Bhopal,Religious/Cultural,6,159,4572,71,45,0,50
Satna,Music Concert,3,4666,32644,10220,44,0,2263
Jabalpur,Tech Meetup,1,178,82289,276,19,0,276
Indore,Food Festival,2,204,24749,1175,21,0,624
Jabalpur,Tech Meetup,1,105,73929,219,28,0,219
Indore,Religious/Cultural,2,791,14543,50,34,0,50
Ujjain,Cricket Screening,2,160,33944,405,37,0,264
Gwalior,Music Concert,4,3558,55906,13301,16,0,7615
Satna,Religious/Cultural,5,94,59573,88,17,0,88
Jabalpur,Religious/Cultural,0,719,70896,105,27,0,105
Jabalpur,Music Concert,1,2997,91649,14180,40,0,8936
Gwalior,Cricket Screening,2,767,44437,497,28,0,317
Satna,Religious/Cultural,1,717,99270,201,39,0,201
Indore,Food Festival,6,977,37564,2709,39,0,1114
Jabalpur,Cricket Screening,5,506,30845,252,21,0,252
Ujjain,Religious/Cultural,4,372,64736,186,42,0,186
Rewa,Religious/Cultural,4,903,14308,285,16,0,136
Jabalpur,Tech Meetup,4,58,88697,232,26,0,232
Ujjain,Tech Meetup,0,279,57729,60,32,0,60
Satna,Standup Comedy,3,265,47668,230,38,0,230
Bhopal,Cricket Screening,0,831,87043,469,35,0,432
Rewa,Tech Meetup,2,273,68292,209,40,0,209
Satna,Tech Meetup,5,396,15472,295,19,0,26
Bhopal,Cricket Screening,0,188,47471,359,16,0,248
Ujjain,Cricket Screening,3,163,18635,242,17,0,83
Ujjain,Food Festival,6,383,23782,1652,39,0,979
Ujjain,Food Festival,5,511,70000,4154,33,0,1520
Satna,Food Festival,6,608,2131,1391,39,0,488
Rewa,Religious/Cultural,6,533,73861,193,35,0,193
Bhopal,Music Concert,3,586,47751,4110,19,0,3470
Ujjain,Food Festival,2,541,33257,3799,31,0,1008
Indore,Food Festival,2,66,61883,3200,40,0,2175
Gwalior,Standup Comedy,1,589,65690,237,41,0,207
Bhopal,Standup Comedy,6,526,12921,191,24,0,136
Bhopal,Food Festival,4,911,98145,1438,42,0,434
Indore,Cricket Screening,6,826,51541,236,16,0,236
Rewa,Religious/Cultural,6,719,86132,274,45,0,274
Satna,Standup Comedy,0,405,9937,288,44,0,66
Jabalpur,Music Concert,0,4698,75042,13171,34,0,6111
Gwalior,Music Concert,4,4581,12380,10182,33,0,7050
Bhopal,Cricket Screening,4,714,39755,147,30,0,147
Satna,Music Concert,4,2255,70449,5750,40,0,3176
Ujjain,Music Concert,3,2575,13126,5269,38,0,1882
Ujjain,Cricket Screening,5,355,66909,388,24,0,388
Indore,Tech Meetup,6,267,65634,267,27,0,267
Bhopal,Standup Comedy,1,218,8639,170,28,0,103
Gwalior,Religious/Cultural,3,235,68462,299,31,0,299
Bhopal,Tech Meetup,2,47,58280,88,30,0,88
Ujjain,Religious/Cultural,6,729,59817,244,25,0,244
Ujjain,Religious/Cultural,4,699,57488,208,43,0,169
Gwalior,Music Concert,4,2159,29434,10117,35,0,5388
Bhopal,Religious/Cultural,4,881,67189,299,42,0,243
Gwalior,Religious/Cultural,6,709,13446,293,22,0,247
Gwalior,Cricket Screening,5,469,76487,240,29,0,240
Bhopal,Cricket Screening,3,451,45656,349,22,0,335
Indore,Tech Meetup,3,275,79274,185,36,0,185
Satna,Tech Meetup,2,462,25501,204,44,0,26
Ujjain,Music Concert,1,1081,89222,13873,27,0,5741
Indore,Music Concert,0,4651,38976,13106,15,0,7518
Bhopal,Standup Comedy,4,356,31537,107,37,0,107
Bhopal,Religious/Cultural,6,561,10928,97,35,0,97
Jabalpur,Tech Meetup,0,82,27532,172,34,0,172
Satna,Music Concert,6,542,11916,3733,42,0,1147
Satna,Music Concert,3,3510,48665,14907,22,0,4701
Rewa,Standup Comedy,3,808,1901,226,35,0,66
Satna,Cricket Screening,3,583,15663,466,25,0,117
Jabalpur,Food Festival,6,912,35688,2733,25,0,869
Jabalpur,Cricket Screening,6,96,43467,131,31,0,131
Gwalior,Standup Comedy,5,248,83062,263,15,0,263
Indore,Music Concert,5,1311,65310,3488,26,0,3379
Jabalpur,Tech Meetup,0,345,74143,89,39,0,52
Gwalior,Cricket Screening,4,648,16164,368,23,0,111
Indore,Religious/Cultural,1,985,13072,287,27,0,183
Jabalpur,Standup Comedy,5,346,77823,85,37,0,85
Gwalior,Standup Comedy,6,555,53070,181,18,0,181
Jabalpur,Food Festival,1,788,12345,2342,21,0,743
Satna,Music Concert,0,1528,87216,11182,16,0,4604
Bhopal,Music Concert,4,2109,23944,14267,15,0,6983
Gwalior,Music Concert,1,3693,62328,8590,22,0,3201
Ujjain,Food Festival,1,675,32033,1758,39,0,574
Bhopal,Music Concert,2,4729,31625,7867,29,0,4010
Rewa,Cricket Screening,4,681,82069,270,24,0,270
Satna,Standup Comedy,6,383,53204,131,34,0,131
Gwalior,Religious/Cultural,4,97,44863,230,32,0,230
Gwalior,Tech Meetup,0,207,2925,132,20,0,42
Indore,Music Concert,4,2618,34307,14193,44,0,6663
Bhopal,Tech Meetup,1,326,76746,208,36,0,56
Bhopal,Music Concert,2,4548,2098,11979,25,0,9535
Bhopal,Food Festival,0,448,2098,2051,17,0,1214
Satna,Tech Meetup,5,455,59697,128,15,0,37
Indore,Standup Comedy,6,204,12673,275,28,0,204
Indore,Tech Meetup,4,140,17639,152,18,0,119
Jabalpur,Tech Meetup,0,367,61232,186,45,0,39
Jabalpur,Tech Meetup,4,240,83773,93,39,0,93
Indore,Food Festival,5,940,73530,1006,43,0,257
Rewa,Cricket Screening,2,308,45899,327,28,0,219
Indore,Tech Meetup,6,3,92652,169,28,0,169
Jabalpur,Tech Meetup,3,136,62147,262,27,0,262
Bhopal,Religious/Cultural,4,844,99205,248,32,0,248
Rewa,Food Festival,3,506,55272,1975,19,0,533
Jabalpur,Music Concert,0,1833,86779,6516,28,0,4209
Jabalpur,Standup Comedy,1,754,15087,195,27,0,136
Ujjain,Religious/Cultural,1,194,50634,288,26,0,288
Satna,Tech Meetup,5,2,6645,58,42,0,30
Bhopal,Tech Meetup,5,422,77460,189,21,0,53
Bhopal,Food Festival,5,531,22991,4564,34,0,1952
Gwalior,Food Festival,1,356,7980,2586,45,0,823
Ujjain,Cricket Screening,3,292,42174,328,22,0,316
Indore,Cricket Screening,4,820,77945,180,23,0,180
Satna,Standup Comedy,0,307,20645,99,16,0,85
Bhopal,Food Festival,6,73,20543,4346,27,0,2551
Rewa,Food Festival,2,962,96581,4227,18,0,1132
Ujjain,Tech Meetup,1,363,19422,166,34,0,21
Bhopal,Tech Meetup,5,406,94892,191,20,0,94
Satna,Music Concert,2,4115,84359,12527,26,0,4993
Jabalpur,Religious/Cultural,0,933,89245,55,33,0,55
Jabalpur,Religious/Cultural,1,400,27976,206,44,0,101
Bhopal,Food Festival,2,692,39327,1003,21,0,437
Gwalior,Music Concert,2,3175,85302,13103,40,0,6995
Indore,Cricket Screening,6,127,43456,339,28,0,330
Gwalior,Religious/Cultural,2,262,59159,287,40,0,287
Rewa,Food Festival,0,380,22709,2202,15,0,1170
Ujjain,Tech Meetup,5,490,93171,278,37,0,92
Bhopal,Music Concert,0,3950,57539,9265,30,0,4511
Jabalpur,Standup Comedy,4,550,74745,57,35,0,57
Jabalpur,Cricket Screening,4,449,92846,185,23,0,185
Ujjain,Standup Comedy,6,627,18618,193,30,0,193
Rewa,Food Festival,6,240,40377,1916,35,0,1281
Satna,Standup Comedy,0,501,30442,58,23,0,58
Satna,Religious/Cultural,1,280,43314,98,34,0,98
Bhopal,Religious/Cultural,4,418,9875,297,31,0,258
Jabalpur,Standup Comedy,3,867,79676,127,21,0,127
Satna,Cricket Screening,4,416,21797,157,34,0,151
Jabalpur,Food Festival,4,880,64138,1594,44,0,293
Indore,Standup Comedy,6,288,25590,246,17,0,231
Jabalpur,Religious/Cultural,2,328,26718,210,16,0,210
Satna,Food Festival,1,364,79822,1110,26,0,739
Satna,Standup Comedy,6,565,99124,185,20,0,185
Satna,Standup Comedy,0,909,66277,172,19,0,172
Indore,Tech Meetup,6,102,21434,58,26,0,58
Indore,Standup Comedy,2,394,60105,95,36,0,95
Rewa,Cricket Screening,3,104,3580,333,42,0,43
Rewa,Tech Meetup,0,262,38471,108,24,0,108
Jabalpur,Standup Comedy,0,574,17614,253,24,0,89
Satna,Religious/Cultural,6,187,13117,214,41,0,91
Jabalpur,Standup Comedy,4,610,47137,224,15,0,181
Rewa,Standup Comedy,5,945,17618,174,19,0,139
Rewa,Food Festival,5,671,16820,3634,44,0,521
Gwalior,Religious/Cultural,4,682,5736,92,29,0,71
Satna,Music Concert,2,1020,35492,11879,30,0,8079
Gwalior,Food Festival,4,295,62209,2817,16,0,1478
Gwalior,Standup Comedy,1,50,25481,152,21,0,148
Ujjain,Music Concert,1,1272,17396,10665,24,0,7101
Bhopal,Music Concert,3,1707,15221,2292,36,0,1544
Satna,Music Concert,5,1763,53145,3347,21,0,2005
Gwalior,Tech Meetup,4,126,89004,281,18,0,281
Satna,Music Concert,2,4205,26969,14727,33,0,4966
Rewa,Tech Meetup,5,143,58656,193,17,0,193
Gwalior,Religious/Cultural,5,280,89279,231,44,0,231
Bhopal,Religious/Cultural,5,120,66033,190,37,0,190
Indore,Tech Meetup,5,202,70758,204,45,0,204
Satna,Food Festival,5,765,41591,3971,18,0,1321
Satna,Religious/Cultural,3,943,33899,94,43,0,94
Ujjain,Food Festival,1,205,7021,3161,16,0,1979
Bhopal,Cricket Screening,1,708,72802,490,35,0,490
Rewa,Music Concert,3,827,15847,4069,36,0,1262
Gwalior,Music Concert,4,4751,48427,5986,39,0,3273
Indore,Standup Comedy,5,163,7646,277,36,0,131
Satna,Food Festival,5,719,29513,4908,42,0,809
Rewa,Food Festival,6,163,86433,2519,21,0,1662
Ujjain,Food Festival,0,913,48935,2129,15,0,742
Ujjain,Music Concert,4,4066,16642,12247,36,0,6741
Jabalpur,Religious/Cultural,3,804,69861,64,29,0,64
Rewa,Food Festival,2,718,53748,4595,29,0,1290
Jabalpur,Standup Comedy,4,953,79379,229,35,0,229
Rewa,Music Concert,6,1058,68163,7292,35,0,5314
Ujjain,Food Festival,0,950,42858,1872,19,0,505
Indore,Tech Meetup,4,118,19504,231,16,0,109
Bhopal,Cricket Screening,3,320,67314,268,38,0,268
Ujjain,Standup Comedy,1,362,49653,178,25,0,178
Ujjain,Religious/Cultural,0,923,35659,156,20,0,156
Satna,Religious/Cultural,4,413,17906,239,40,0,203
Ujjain,Tech Meetup,1,356,6107,242,37,0,14
Bhopal,Religious/Cultural,3,626,68144,104,40,0,104
Satna,Religious/Cultural,6,511,90340,158,21,0,158
Jabalpur,Music Concert,5,3128,6554,6927,42,0,3370
Jabalpur,Music Concert,1,2755,3509,10331,34,0,4392
Indore,Standup Comedy,2,998,10698,52,44,0,28
Gwalior,Food Festival,3,279,35993,4978,37,0,3577
Indore,Tech Meetup,1,336,44459,226,20,0,76
Satna,Religious/Cultural,1,64,95987,277,33,0,277
Jabalpur,Cricket Screening,5,891,82048,114,21,0,114
Gwalior,Tech Meetup,2,61,15507,200,15,0,102
Bhopal,Food Festival,1,384,54507,2477,38,0,1514
Bhopal,Music Concert,6,1059,15128,6370,36,0,5185
Ujjain,Standup Comedy,1,671,58370,208,26,0,208
Jabalpur,Standup Comedy,0,284,32549,239,18,0,184
Rewa,Music Concert,3,2629,96215,5921,21,0,2976
Rewa,Cricket Screening,0,907,9436,164,32,0,88
Jabalpur,Religious/Cultural,3,547,62630,221,30,0,221
Indore,Standup Comedy,3,884,22352,186,28,0,125
Satna,Religious/Cultural,0,208,92574,111,41,0,111
Gwalior,Music Concert,3,3599,78154,3152,45,0,1344
Gwalior,Standup Comedy,1,315,48699,253,22,0,253
Ujjain,Tech Meetup,1,359,6200,98,40,0,12
Indore,Food Festival,2,578,16465,3826,20,0,947
Rewa,Food Festival,1,602,99911,2928,35,0,872
Indore,Food Festival,3,301,18368,4729,17,0,3681
Satna,Standup Comedy,4,52,50844,119,40,0,119
Satna,Food Festival,0,994,83402,2691,36,0,686
Rewa,Food Festival,2,599,57510,1260,18,0,504
Indore,Food Festival,2,141,30658,4811,44,0,2074
Indore,Music Concert,4,897,97893,7673,41,0,3457
Rewa,Religious/Cultural,6,903,12558,142,25,0,142
Bhopal,Tech Meetup,3,107,13477,206,30,0,156
Satna,Religious/Cultural,3,646,96549,199,19,0,199
Jabalpur,Standup Comedy,5,926,1343,143,28,0,52
Rewa,Standup Comedy,1,852,10891,131,19,0,86
Satna,Music Concert,1,4347,6225,6843,29,0,2181
Bhopal,Religious/Cultural,2,278,70001,210,16,0,210
Ujjain,Tech Meetup,1,468,93280,54,34,0,54
Jabalpur,Religious/Cultural,0,655,9164,144,21,0,127
Rewa,Music Concert,0,2725,22144,9034,18,0,3726
Rewa,Tech Meetup,6,249,74675,67,31,0,67
Ujjain,Music Concert,3,2040,14386,9249,43,0,1787
Jabalpur,Cricket Screening,5,245,41617,421,44,0,133
Rewa,Cricket Screening,3,454,44351,132,17,0,132
Rewa,Music Concert,1,1194,18801,10475,19,0,7292
Indore,Music Concert,0,2316,29112,7907,31,0,5667
Gwalior,Standup Comedy,2,181,37647,288,37,0,255
Satna,Religious/Cultural,0,55,77958,165,18,0,165
Indore,Food Festival,0,913,56257,1817,18,0,844
Rewa,Religious/Cultural,4,510,62863,241,36,0,241
Bhopal,Religious/Cultural,6,952,86,255,44,0,118
Satna,Cricket Screening,1,579,87090,198,24,0,198
Rewa,Standup Comedy,5,524,92033,66,25,0,66
Ujjain,Tech Meetup,2,45,88863,53,39,0,53
Gwalior,Tech Meetup,6,457,34854,227,31,0,33
Gwalior,Cricket Screening,2,672,71857,251,44,0,220
Satna,Cricket Screening,6,257,48232,158,19,0,158
Gwalior,Religious/Cultural,0,113,12884,174,27,0,141
Satna,Cricket Screening,3,606,18954,282,39,0,123
Rewa,Food Festival,6,271,34611,3152,36,0,2664
Jabalpur,Tech Meetup,3,264,91219,150,37,0,150
Ujjain,Standup Comedy,0,792,6465,288,28,0,105
Jabalpur,Music Concert,6,3229,38729,10220,15,0,6805
Jabalpur,Religious/Cultural,6,502,4332,83,28,0,74
Gwalior,Food Festival,1,151,81236,4628,17,0,2081
Gwalior,Cricket Screening,4,255,18065,282,36,0,108
Gwalior,Cricket Screening,2,178,87294,435,35,0,435
Jabalpur,Music Concert,3,4812,85713,5042,42,0,1290
Jabalpur,Food Festival,3,912,37746,1928,45,0,368
Rewa,Standup Comedy,5,373,91454,216,30,0,216
Jabalpur,Music Concert,2,3306,59659,2919,35,0,1473
Gwalior,Religious/Cultural,6,788,77505,104,25,0,104
Jabalpur,Food Festival,5,133,50217,1313,40,0,1264
Satna,Music Concert,3,4674,85360,7010,26,0,4665
Rewa,Food Festival,3,156,77135,3111,22,0,1319
Gwalior,Music Concert,5,865,3073,13470,26,0,10201
Bhopal,Standup Comedy,1,666,59213,61,42,0,61
Indore,Cricket Screening,0,368,54943,315,21,0,315
Satna,Food Festival,6,590,30448,2884,29,0,1046
Jabalpur,Music Concert,1,3895,92655,5914,31,0,2997
Satna,Standup Comedy,1,255,34501,100,27,0,100
Indore,Standup Comedy,5,694,36787,162,39,0,162
Rewa,Food Festival,6,574,53077,1714,42,0,410
Bhopal,Standup Comedy,1,535,68211,292,32,0,292
Rewa,Religious/Cultural,2,583,87550,167,30,0,167
Indore,Tech Meetup,5,261,19162,95,44,0,63
Bhopal,Cricket Screening,4,811,52178,138,38,0,138
Bhopal,Cricket Screening,3,863,44403,197,37,0,197
Gwalior,Food Festival,3,194,29224,1680,20,0,905
Gwalior,Music Concert,1,2616,79136,14931,44,0,3338
Gwalior,Religious/Cultural,3,248,18265,216,45,0,117
Jabalpur,Standup Comedy,0,706,66000,251,30,0,251
Bhopal,Religious/Cultural,6,726,59350,164,41,0,164
Rewa,Music Concert,2,4931,56671,11540,37,0,4719
Gwalior,Religious/Cultural,4,707,61761,115,19,0,115
Rewa,Standup Comedy,6,266,1901,138,36,0,77
Jabalpur,Music Concert,2,2378,5190,9568,34,0,3103
Jabalpur,Standup Comedy,4,623,58707,139,37,0,139
Ujjain,Standup Comedy,0,607,13135,149,32,0,96
Ujjain,Standup Comedy,6,292,63404,115,31,0,115
Ujjain,Religious/Cultural,2,515,91466,79,17,0,79
Bhopal,Cricket Screening,4,774,23744,426,43,0,135
Ujjain,Food Festival,0,505,87621,3438,33,0,1312
Indore,Standup Comedy,0,664,61353,248,45,0,166
